Categoria,Modelo,Marca,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Cor,Portas,Final de placa,CEP,Município,Bairro,url,Direção,Tipo de veículo
"Carros, vans e utilitários",HYUNDAI HB20,HYUNDAI,2015,52000,,,Automático,Prata,4 portas,,89665000,Capinzal,,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/hb20-s-2015-automatico-898365025,Elétrica,Sedã
"Carros, vans e utilitários",FORD FIESTA SEL 1.6 16V FLEX MEC. 5P,FORD,2012,39000,1.6,Flex,Manual,Prata,4 portas,1,88058208,Florianópolis,Ingleses do Rio Vermelho,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/new-fiesta-com-39mil-km-original-manual-898365357,Elétrica,Hatch
"Carros, vans e utilitários",PEUGEOT 207,PEUGEOT,2012,87000,1.4,Flex,Manual,Cinza,4 portas,8,89711650,Concórdia,São Cristóvão,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-1-4-xr-8v-flex-4p-manual-894837276,Hidráulica,
"Carros, vans e utilitários",LIFAN X60 1.8 16V 128CV 5P MEC.,LIFAN,2016,54000,1.8,Flex,Manual,Vermelho,4 portas,,88130301,Palhoça,Ponte do Imaruim,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/lifan-x60-1-8-16v-flex-2016-892346733,Hidráulica,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN SPACEFOX 1.6/ 1.6 TREND TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2010,169000,1.6,Flex,Manual,Preto,4 portas,0,88845000,Cocal do Sul,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/spacefox-trend-898365102,Hidráulica,Sedã
"Carros, vans e utilitários",RENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.,RENAULT,2019,29700,1.0,Flex,Manual,Laranja,4 portas,9,89803042,Chapecó,São Cristóvão,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-intense-1-0-m-t-898364624,Elétrica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT 1.0 MPFI VHC 8V 5P,GM - CHEVROLET,2010,67588,1.0,Flex,Manual,Verde,4 portas,4,88905420,Araranguá,Urussanguinha,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gm-celta-1-0-5p-spirit-2010-dh-ve-883419485,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET TRACKER PREMIER 1.2 TURBO 12V FLEX AUT,GM - CHEVROLET,2021,6800,1.2,Flex,Automático,Cinza,4 portas,3,88113455,São José,Real Parque,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/tracker-premier-turbo-1-2-cinza-2021-21-top-linha-898365029,Elétrica,SUV
"Carros, vans e utilitários",PORSCHE PANAMERA TURBO 4.8 500CV/520CV,PORSCHE,2010,65000,4.0 ou mais,Gasolina,Automático,Branco,4 portas,4,88117700,São José,Barreiros,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/porsche-panamera-4-8-turbo-898364892,Elétrica,Sedã
"Carros, vans e utilitários",HYUNDAI IX35 2.0 16V 170CV 2WD/4WD AUT.,HYUNDAI,2012,118000,2.0 - 2.9,Gasolina,Automático,Prata,4 portas,7,88101200,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ix35-2-0-16v-170cv-2wd-4wd-aut-698338039,,SUV
"Carros, vans e utilitários",TOYOTA HILUX SW4 SR D4-D 4X4 3.0 TDI DIES. AUT,TOYOTA,2013,207,3.0 - 3.9,Diesel,Automático,Branco,4 portas,2,89814040,Chapecó,Centro,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/hilux-sr-3-0-diesel-aut-2013-top-898364498,Hidráulica,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK HIGHLINE CD 3.0 4X4 TB DIES. AUT.,VW - VOLKSWAGEN,2019,80000,3.0 - 3.9,Diesel,Automático,Branco,4 portas,7,88101101,São José,Kobrasol,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/amarok-879747297,Hidráulica,Pick-up
"Carros, vans e utilitários",FIAT TORO FREEDOM 1.8 16V FLEX AUT.,FIAT,2019,42830,1.8,Flex,Automático,Branco,4 portas,1,89211300,Joinville,Floresta,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-freedom-1-8-894118480,Elétrica,Passeio
"Carros, vans e utilitários",LAND ROVER RANGE ROVER SPORT SE 3.0 4X4 TDV6/SDV6 DIES.,LAND ROVER,2016,52000,3.0 - 3.9,Diesel,Automático,Cinza,4 portas,9,89053200,Blumenau,Itoupava Norte,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/land-rover-range-rover-sport-3-0-se-894946243,Hidráulica,SUV
"Carros, vans e utilitários",GM - CHEVROLET VECTRA ELEGAN. 2.0 MPFI 8V FLEXPOWER MEC,GM - CHEVROLET,2006,146000,2.0 - 2.9,Gasolina,Manual,Verde,4 portas,9,88803150,Criciúma,Michel,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vectra-elegance-2006-motor-2-0-manual-898364626,Hidráulica,Sedã
"Carros, vans e utilitários",FIAT PALIO EX 1.0 MPI 2P,FIAT,2000,72229,1.0,Gasolina,Manual,Verde,2 portas,9,89890000,Cunha Porã,,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/palio-2000-2000-898364775,Mecânica,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL (NOVO) 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2011,127000,1.6,Flex,Manual,Prata,4 portas,8,88140000,Santo Amaro da Imperatriz,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-novo-1-6-mi-total-flex-8v-4p-893581516,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LT 2.5 FLEX 4X2 CD,GM - CHEVROLET,2014,89206,,Flex,Manual,,4 portas,5,89130000,Indaial,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/s10-2013-2014-2-4-lt-4x2-cd-8v-flex-4p-manual-873952133,,Passeio
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,2015,143000,1.4,Flex,Manual,Branco,2 portas,6,88500000,Lages,,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/gm-montana-1-4-2015-completa-impecavel--840242066,Hidráulica,Pick-up
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,2017,40000,,Flex,Automático,,4 portas,5,89805546,Chapecó,Passo dos Fortes,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/cruze-2016-2017-1-4-turbo-ltz-16v-flex-4p-automatico-898363540,,Passeio
"Carros, vans e utilitários",CHERY ,CHERY,2021,0,,Flex,Automático,,4 portas,,88075400,Florianópolis,Balneário,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chery-tiggo-7-1-5-vvt-turbo-iflex-txs-891748929,,Passeio
"Carros, vans e utilitários",GM - CHEVROLET CRUZE HB SPORT LT 1.8 16V FLEXP. 5P AUT,GM - CHEVROLET,2013,80,1.8,Flex,Automático,Cinza,4 portas,0,89210300,Joinville,Itaum,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-1-8-lt-sport-892879877,Hidráulica,Passeio
"Carros, vans e utilitários",GM - CHEVROLET SPIN ACTIV 1.8 8V ECONO. FLEX 5P AUT.,GM - CHEVROLET,2019,56300,1.8,Flex,Automático,Branco,4 portas,7,89114070,Gaspar,Santa Terezinha,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/gm-spin-activ-1-8-8v-flex-2019-oportunidade-844014843,Hidráulica,SUV
"Carros, vans e utilitários",FORD ECOSPORT TITANIUM 2.0 16V FLEX 5P,FORD,2015,45000,2.0 - 2.9,Flex,Automático,Branco,4 portas,1,88306001,Itajaí,Fazendinha,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ecosport-2014-2015-2-0-titanium-16v-flex-4p-powershift-879017193,Elétrica,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL,VW - VOLKSWAGEN,2016,1,,Flex,Manual,Vermelho,4 portas,0,88130601,Palhoça,Ponte do Imaruim,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-1-0-completo-883462072,Hidráulica,
"Carros, vans e utilitários",KIA MOTORS PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,KIA MOTORS,2013,90000,1.0,Flex,Manual,Branco,4 portas,6,88132140,Palhoça,Passa Vinte,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kia-picanto-ex-1-0-flex-2013-com-teto-solar-e-couro-898363507,Elétrica,Hatch
"Carros, vans e utilitários",HYUNDAI HR 2.5 TCI DIESEL (RS/RD),HYUNDAI,2014,232000,2.0 - 2.9,Diesel,Manual,Branco,2 portas,2,88113730,São José,Areias,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hr-2014-bau-898364014,Hidráulica,Van/Utilitário
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,2016,86500,1.6,Flex,Manual,Branco,4 portas,5,88807090,Criciúma,São Sebastião,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-2016-898362888,Hidráulica,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.0/1.0 CITY MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2015,60000,1.0,Flex,Manual,Prata,4 portas,6,88095001,Florianópolis,Jardim Atlântico,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/voyage-g6-1-0-baixissima-km-2015-850038922,Hidráulica,Sedã
"Carros, vans e utilitários",LIFAN X60 VIP 1.8 16V 128CV 5P AUT.,LIFAN,2018,67401,1.8,Flex,Automático,Vermelho,4 portas,3,89216204,Joinville,Glória,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/lifan-x60-vip-2018-automatica-com-teto-solar-863767899,Hidráulica,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK HIGHLINE CD 2.0 16V TDI 4X4 DIES.,VW - VOLKSWAGEN,2017,84000,2.0 - 2.9,Diesel,Automático,Branco,4 portas,0,89164138,Rio do Sul,Canoas,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vw-amarok-2-0-highline-2017-84-000km-898362331,Hidráulica,Pick-up
"Carros, vans e utilitários",VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,2011,142000,1.6,Gás Natural,Manual,Branco,4 portas,7,88965000,Santa Rosa do Sul,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/golf-sportline-2011-898363054,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,2020,43000,,Flex,Manual,,4 portas,4,88509215,Lages,São Cristóvão,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-2020-1-0-mpfi-joy-8v-flex-4p-manual-869919816,,Passeio
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-FLEX 1.0 16V 5P,RENAULT,2014,84000,1.0,Flex,Manual,Prata,4 portas,2,88801120,Criciúma,Centro,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-2014-exp-completo-890813246,Hidráulica,Hatch
"Carros, vans e utilitários",RENAULT LOGAN,RENAULT,2012,101000,,Flex,Manual,Prata,4 portas,1,88130601,Palhoça,Ponte do Imaruim,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-aut-1-0-completo-891242312,Hidráulica,
"Carros, vans e utilitários",HYUNDAI HB20 LAUNCH EDITION 1.6 FLEX 16V AUT,HYUNDAI,2020,13500,1.6,Flex,Automático,Cinza,4 portas,4,89711280,Concórdia,Parque de Exposições,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-lauch-edition-1-6-at-4p-893582614,Elétrica,Hatch
"Carros, vans e utilitários",JEEP GRAND CHEROKEE LIMITED 3.6 4X4 V6 AUT.,JEEP,2011,111,3.0 - 3.9,Gasolina,Automático,,4 portas,,89270000,Guaramirim,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/jeep-grand-cherokee-2011-2012-sucata-644113498,,
"Carros, vans e utilitários",HYUNDAI I30 2.0 16V 145CV 5P AUT.,HYUNDAI,2011,108000,2.0 - 2.9,Gasolina,Automático,Preto,4 portas,5,89207100,Joinville,Guanabara,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/i30-2-0-16v-145cv-5p-aut-888972656,Hidráulica,Hatch
"Carros, vans e utilitários",AUDI Q3 2.0 TFSI QUAT. 170/180CV S-TRONIC 5P,AUDI,2015,73000,2.0 - 2.9,Flex,Automático,Azul,4 portas,1,88745000,Capivari de Baixo,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/audi-q3-2-0t-top-de-linha-877459726,Hidráulica,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,2020,34000,1.0,Flex,Automático,Branco,4 portas,7,88095001,Florianópolis,Jardim Atlântico,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/polo-tsi-automatico-2020-comfortiline-858599873,Elétrica,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN NIVUS LAUNCHING ED. 1.0 200 TSI FLEX AUT,VW - VOLKSWAGEN,2021,0,,Flex,Automático,,4 portas,,88070101,Florianópolis,Capoeiras,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nivus-2021-2021-1-0-200-tsi-total-flex-highline-automatico-890676775,,Passeio
"Carros, vans e utilitários",AUDI A3 SED.1.8/1.8 AMBIT.16V TB FSI S-TRONIC,AUDI,2014,78150,1.8,Flex,Automático,Branco,4 portas,,88101200,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/a3-871875617,Elétrica,Sedã
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2019,60000,1.0,Flex,Manual,Branco,4 portas,,89201010,Joinville,Centro,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/onix-lt-1-0-8v-mt6-eco-2019-completo-898359473,Hidráulica,Hatch
"Carros, vans e utilitários",MERCEDES-BENZ A 250,MERCEDES-BENZ,2020,12100,,Gasolina,Automático,,4 portas,8,89160320,Rio do Sul,Santana,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-a-250-2-0-cgi-vision-7g-dct-898359350,,Passeio
"Carros, vans e utilitários",FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CE,FIAT,2015,90000,1.4,Flex,Manual,Branco,2 portas,3,88140000,Santo Amaro da Imperatriz,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/strada-working-1-4-2015-ce-com-ar-condicionado-e-direcao-898359000,Hidráulica,Van/Utilitário
"Carros, vans e utilitários",MERCEDES-BENZ C-200 AVANTGARDE 2.0 TB 16V 184CV AUT.,MERCEDES-BENZ,2015,82000,2.0 - 2.9,Gasolina,Automático,Prata,4 portas,5,89110350,Gaspar,Figueira,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-c200-avantgarde-aut-2-0-cgi-2015-top-de-linha-muito-nova-833105021,Hidráulica,Sedã
"Carros, vans e utilitários",GM - CHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUT,GM - CHEVROLET,2013,183000,2.0 - 2.9,Diesel,Automático,Outra,4 portas,4,89164138,Rio do Sul,Canoas,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/gm-s-10-ltz-2-8-4x4-aut-2013-diesel-898359317,Hidráulica,Pick-up
"Carros, vans e utilitários",FORD FUSION SEL 2.5 16V 173CV AUT.,FORD,2012,92000,,Gasolina,Automático,,4 portas,,89226521,Joinville,Jardim Paraíso,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vendo-fusion-2012-898359220,Elétrica,
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 12V 5P,VW - VOLKSWAGEN,2017,133000,1.0,Flex,Manual,Branco,4 portas,6,88037000,Florianópolis,Córrego Grande,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-trendline-1-0-t-flex-12v-5p-completo-885699966,Hidráulica,Hatch
"Carros, vans e utilitários",MITSUBISHI L200 TRITON SAVANA 3.2 CD TBI DIES. MEC.,MITSUBISHI,2017,148000,3.0 - 3.9,Diesel,Manual,Prata,4 portas,6,89021200,Blumenau,Garcia,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/mitsubishi-l200-triton-savana-2017-898359012,Hidráulica,Pick-up
"Carros, vans e utilitários",GM - CHEVROLET MONTANA LS 1.4 ECONOFLEX 8V 2P,GM - CHEVROLET,2021,0,1.4,Flex,Manual,Branco,2 portas,5,88102500,São José,Kobrasol,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-montana-ls-1-4-econoflex-mec-2p-zero-km-1-4-898358921,Hidráulica,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX XTREME 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,2009,100000,1.6,Flex,Manual,Preto,4 portas,9,88820000,Içara,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fox-extreme-1-6-2009-completo-886864798,Hidráulica,Passeio
"Carros, vans e utilitários",HONDA CIVIC,HONDA,2020,16000,,Flex,Automático,Azul,4 portas,4,88101200,São José,Campinas,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-exl-887066058,Mecânica,
"Carros, vans e utilitários",GM - CHEVROLET MONTANA,GM - CHEVROLET,2012,97000,,Flex,Manual,Branco,2 portas,1,88130600,Palhoça,Ponte do Imaruim,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-montana-ls-889660285,Mecânica,
"Carros, vans e utilitários",TROLLER T-4 4X4 3.2 20V TDI CAP. RÍGIDA DIESEL,TROLLER,2017,49500,3.0 - 3.9,Diesel,Manual,Amarelo,2 portas,8,88490000,Paulo Lopes,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/troller-t4-3-2-4x4-2017-889625701,Hidráulica,
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX BLUEMOTION 1.0 MI TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,2014,89000,1.0,Flex,Manual,Branco,4 portas,5,88372018,Navegantes,Meia Praia,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vw-fox-1-0-motor-mpi-3-cilindros-2014-898357625,Elétrica,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO SPORTLINE 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2010,204000,1.6,Flex,Manual,Branco,4 portas,5,89070510,Blumenau,Itoupavazinha,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/polo-1-6-impecavel-nada-pra-fazer-898358597,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET MERIVA PREM.EASYTRONIC 1.8 FLEXPOWER 5P,GM - CHEVROLET,2011,1,1.8,Flex,Automático,Verde,4 portas,6,88140000,Santo Amaro da Imperatriz,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/meriva-prem-easytronic-1-8-flexpower-5p-898358706,Hidráulica,Hatch
"Carros, vans e utilitários",HONDA CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P,HONDA,2018,20400,1.5,Flex,Automático,Prata,4 portas,8,88075400,Florianópolis,Balneário,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/civic-touring-1-5-892898510,Elétrica,Sedã
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION FLEX 1.0 12V 5P,RENAULT,2020,45000,1.0,Flex,Manual,Prata,4 portas,6,88304000,Itajaí,São João,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/sander-1-0-expression-2020-866316080,Elétrica,Hatch
"Carros, vans e utilitários",FIAT UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P,FIAT,2010,134800,1.0,Flex,Manual,Prata,4 portas,7,88113300,São José,Areias,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-mille-1-0-fire-f-flex-economy-4p-892681803,Mecânica,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX COMFORTLINE 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,2015,112000,1.6,Flex,Manual,Branco,4 portas,1,88338195,Balneário Camboriú,Nações,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vw-fox-comfortline-msi-impecavel-898357987,Hidráulica,Hatch
"Carros, vans e utilitários",GM - CHEVROLET COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,2017,38000,1.4,Flex,Manual,Prata,4 portas,,88302340,Itajaí,Fazenda,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cobalt-lt-1-4-8v-ano-2017-898357534,Hidráulica,Sedã
"Carros, vans e utilitários",MINI COOPER COUNTRYMAN S ALL4 1.6 AUT.,MINI,2011,85000,1.6,Gasolina,Automático,Vermelho,4 portas,6,89221200,Joinville,Saguaçu,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/mini-cooper-countryman-1-6-s-all4-2011-lindo-demais-898357995,Hidráulica,SUV
"Carros, vans e utilitários",CITROEN DS5 1.6 SO CHIC TURBO 16V 5P AUT.,CITROEN,2015,87700,,Gasolina,Automático,,4 portas,0,89160320,Rio do Sul,Santana,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/citroen-ds5-1-6-thp-so-chic-870421087,,Passeio
"Carros, vans e utilitários",FIAT PUNTO BLACKMOTION 1.8 FLEX 16V 5P.,FIAT,2015,86068,1.8,Flex,Automático,Branco,4 portas,3,89210300,Joinville,Itaum,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/fiat-punto-blackmotin-875086323,Hidráulica,
"Carros, vans e utilitários",FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,2013,999999,,Flex,Manual,,4 portas,5,89211305,Joinville,Floresta,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/fiat-siena-2012-2013-1-4-mpi-el-8v-flex-4p-manual-882374085,,Passeio
"Carros, vans e utilitários",GM - CHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.,GM - CHEVROLET,2020,24035,1.8,Flex,Automático,Preto,4 portas,8,89211300,Joinville,Floresta,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cobalt-ltz-1-8-898357548,Elétrica,Passeio
"Carros, vans e utilitários",LEXUS NX-200T F-SPORT 2.0 16V 238CV AUT.,LEXUS,2015,75000,2.0 - 2.9,Gasolina,Automático,Branco,4 portas,2,88495000,Garopaba,,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/lexus-nx200t-f-sport-2015-4x4-top-impecavel-862916136,Hidráulica,SUV
"Carros, vans e utilitários",PEUGEOT 308 ACTIVE 1.6 FLEX 16V 5P MEC.,PEUGEOT,2014,90,1.6,Flex,Manual,Branco,4 portas,6,89500172,Caçador,Centro,https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/308-843305484,Hidráulica,Hatch
"Carros, vans e utilitários",FIAT ARGO,FIAT,2020,15859,,Flex,Manual,Branco,4 portas,2,88103800,São José,Praia Comprida,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-drive-1-0-6v-891100754,Elétrica,
"Carros, vans e utilitários",GM - CHEVROLET S10 P-UP EXECUTIVE 2.4 MPFI F.POWER CD,GM - CHEVROLET,2010,115000,2.0 - 2.9,Gasolina,Manual,Prata,4 portas,6,89165451,Rio do Sul,Budag,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/s10-2-4-executive-cd-ano-2010-898356700,Hidráulica,Pick-up
"Carros, vans e utilitários",MERCEDES-BENZ C-180 CGI EXC. 1.6/1.6 FLEX TB 16V  AUT.,MERCEDES-BENZ,2018,17000,,Flex,Automático,,4 portas,0,88111310,São José,Jardim Cidade de Florianópolis,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/c-180-2018-2018-1-6-cgi-flex-exclusive-9g-tronic-895283458,,Passeio
"Carros, vans e utilitários",RENAULT SANDERO ZEN FLEX 1.0 12V 5P MEC.,RENAULT,2020,8000,,Flex,Manual,,4 portas,0,88801001,Criciúma,Centro,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-2020-1-0-12v-sce-flex-zen-manual-893860822,,Passeio
"Carros, vans e utilitários",TOYOTA COROLLA,TOYOTA,2018,64185,2.0 - 2.9,Flex,Automático,Cinza,4 portas,2,89015200,Blumenau,Vorstadt,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-2018-2-0-xei-16v-flex-4p-automatico-875909628,Elétrica,Passeio
